Id,SalePrice
1461,120000.0
1462,163300.0
1463,192380.0
1464,180666.66666666666
1465,196333.33333333334
1466,191166.66666666666
1467,168133.33333333334
1468,175166.66666666666
1469,188466.66666666666
1470,121833.33333333333
1471,166333.33333333334
1472,93633.33333333333
1473,132433.33333333334
1474,152966.66666666666
1475,105333.33333333333
1476,482831.3333333333
1477,257030.0
1478,327500.0
1479,279633.3333333333
1480,409884.6666666667
1481,281000.0
1482,282833.3333333333
1483,186896.66666666666
1484,185400.0
1485,201888.33333333334
1486,190000.0
1487,363333.3333333333
1488,241187.0
1489,194633.33333333334
1490,171163.33333333334
1491,176133.33333333334
1492,92160.0
1493,163466.66666666666
1494,362333.3333333333
1495,296666.6666666667
1496,195666.66666666666
1497,132500.0
1498,173633.33333333334
1499,173633.33333333334
1500,183663.33333333334
1501,176233.33333333334
1502,173733.33333333334
1503,371972.6666666667
1504,242833.33333333334
1505,213000.0
1506,200000.0
1507,187466.66666666666
1508,153333.33333333334
1509,164050.0
1510,146666.66666666666
1511,146666.66666666666
1512,156666.66666666666
1513,200000.0
1514,125666.66666666667
1515,153733.33333333334
1516,153833.33333333334
1517,151500.0
1518,163333.33333333334
1519,206333.33333333334
1520,138833.33333333334
1521,142500.0
1522,181833.33333333334
1523,127583.33333333333
1524,120166.66666666667
1525,132666.66666666666
1526,124500.0
1527,93766.66666666667
1528,132233.33333333334
1529,143316.66666666666
1530,159333.33333333334
1531,111092.0
1532,102466.66666666667
1533,134083.33333333334
1534,126166.66666666667
1535,124833.33333333333
1536,113666.66666666667
1537,83766.66666666667
1538,168666.66666666666
1539,293333.3333333333
1540,147266.66666666666
1541,175666.66666666666
1542,124833.33333333333
1543,196366.66666666666
1544,100833.33333333333
1545,126166.66666666667
1546,126800.0
1547,132166.66666666666
1548,109833.33333333333
1549,125466.66666666667
1550,149966.66666666666
1551,115133.33333333333
1552,101266.66666666667
1553,98800.0
1554,147858.33333333334
1555,138500.0
1556,98333.33333333333
1557,106166.66666666667
1558,123166.66666666667
1559,103833.33333333333
1560,142833.33333333334
1561,134833.33333333334
1562,114966.66666666667
1563,120000.0
1564,162166.66666666666
1565,137333.33333333334
1566,183166.66666666666
1567,83766.66666666667
1568,172333.33333333334
1569,113466.66666666667
1570,133900.0
1571,120866.66666666667
1572,126000.0
1573,209862.0
1574,169966.66666666666
1575,183166.66666666666
1576,203100.0
1577,194633.33333333334
1578,158666.66666666666
1579,152000.0
