Id,SalePrice
1461,125400.0
1462,157030.0
1463,162992.4
1464,183500.0
1465,195300.0
1466,187480.0
1467,169120.0
1468,190280.0
1469,183280.0
1470,118300.0
1471,170200.0
1472,98680.0
1473,138660.0
1474,156980.0
1475,105700.0
1476,424698.8
1477,254155.8
1478,334400.0
1479,253872.6
1480,401816.6
1481,275600.0
1482,258480.0
1483,184424.4
1484,180240.0
1485,198803.0
1486,188000.0
1487,339400.0
1488,245972.2
1489,189959.0
1490,173278.0
1491,157680.0
1492,94496.0
1493,158780.0
1494,337400.0
1495,308000.0
1496,198800.0
1497,163500.0
1498,163210.4
1499,163210.4
1500,180231.0
1501,175740.0
1502,174280.0
1503,356870.0
1504,232280.0
1505,206600.0
1506,189700.0
1507,208480.0
1508,170124.8
1509,173010.0
1510,152890.0
1511,152890.0
1512,167000.0
1513,204200.0
1514,133100.0
1515,144540.0
1516,192400.0
1517,134300.0
1518,157500.0
1519,204800.0
1520,136580.0
1521,145100.0
1522,180780.0
1523,126551.6
1524,126880.0
1525,132380.0
1526,126340.0
1527,97340.0
1528,125240.0
1529,145990.0
1530,160900.0
1531,109255.2
1532,95880.0
1533,146450.0
1534,131740.0
1535,132200.0
1536,119380.0
1537,88640.0
1538,161400.0
1539,282960.0
1540,131760.0
1541,164700.0
1542,130500.0
1543,201720.0
1544,109400.0
1545,131740.0
1546,129180.0
1547,139300.0
1548,117740.0
1549,118380.0
1550,138780.0
1551,115880.0
1552,126060.0
1553,95880.0
1554,135395.0
1555,128000.0
1556,101800.0
1557,100680.0
1558,122540.0
1559,107500.0
1560,136100.0
1561,129100.0
1562,116680.0
1563,121000.0
1564,155400.0
1565,149800.0
1566,171300.0
1567,84654.2
1568,178800.0
1569,101960.0
1570,130540.0
1571,115100.0
1572,128180.0
1573,217517.2
1574,161180.0
1575,183280.0
1576,199460.0
1577,189959.0
1578,149280.0
1579,147800.0
1580,212330.0
1581,117990.0
1582,132180.0
1583,334780.0
1584,227060.0
1585,140200.0
1586,102335.0
1587,129580.0
1588,146830.0
1589,112180.0
1590,126400.0
1591,112530.0
1592,129600.0
1593,112460.0
1594,166000.0
1595,106500.0
1596,209500.0
1597,144540.0
1598,216560.0
1599,217000.0
1600,198900.0
1601,89100.0
1602,116280.0
1603,109755.2
1604,267800.0
1605,267100.0
1606,165360.0
1607,190724.8
1608,218295.6
1609,189959.0
1610,163092.4
1611,148900.0
1612,163092.4
1613,163092.4
1614,124350.0
1615,92000.0
1616,92000.0
1617,88900.0
1618,127700.0
1619,136980.0
1620,171115.4
1621,144600.0
1622,125700.0
1623,229100.0
1624,197150.0
1625,135400.0
1626,147900.0
1627,182000.0
1628,275600.0
1629,212960.0
1630,287675.4
1631,216320.0
1632,217500.0
1633,174980.0
1634,183500.0
1635,178020.0
1636,169120.0
1637,165500.0
1638,196980.0
1639,196200.0
1640,276200.0
1641,190180.0
1642,217647.4
1643,242280.0
1644,237580.0
1645,169681.0
1646,144800.0
1647,174400.0
1648,146880.0
1649,135560.0
1650,114750.0
1651,114750.0
1652,97000.0
1653,97000.0
1654,180180.0
1655,174400.0
1656,150700.0
1657,170800.0
1658,146480.0
1659,117800.0
1660,159290.0
1661,462431.4
1662,400183.0
1663,364798.0
1664,457140.0
1665,339738.2
1666,252572.6
1667,318026.4
1668,339638.2
1669,322600.0
1670,339638.2
1671,208180.0
1672,406465.0
1673,349362.6
1674,244060.0
1675,178810.8
1676,184424.4
1677,197351.0
1678,457140.0
1679,273700.0
1680,293592.2
1681,274326.4
1682,280680.0
1683,182318.0
1684,185367.0
1685,175260.0
1686,160758.4
1687,198803.0
1688,174280.0
1689,180480.0
1690,204800.0
1691,184350.0
1692,352560.0
1693,198803.0
1694,175740.0
1695,176180.0
1696,285350.0
1697,176180.0
1698,338383.8
1699,310260.0
1700,235858.0
1701,256900.0
1702,307750.4
1703,280324.0
1704,322280.4
1705,254200.0
1706,412465.0
1707,191444.0
1708,206052.0
1709,333775.6
1710,263600.0
1711,248972.6
1712,248133.0
1713,250740.0
1714,208600.0
1715,171080.0
1716,180980.0
1717,167680.0
1718,116500.0
1719,223787.4
1720,241496.6
1721,169080.0
1722,103400.0
1723,169028.0
1724,217775.6
1725,247918.0
1726,189280.0
1727,172220.0
1728,174080.0
1729,177680.0
1730,176300.0
1731,131700.0
1732,129580.0
1733,125400.0
1734,131980.0
1735,124900.0
1736,127100.0
1737,301160.0
1738,206100.0
1739,318144.0
1740,180700.0
1741,155300.0
1742,175740.0
1743,180260.0
1744,224700.0
1745,183660.0
1746,287600.0
1747,227000.0
1748,209074.0
1749,157580.0
1750,127400.0
1751,226417.2
1752,120100.0
1753,145780.0
1754,216200.0
1755,160700.0
1756,115850.0
1757,116680.0
1758,164340.0
1759,148020.0
1760,143770.0
1761,154200.0
1762,176570.0
1763,178980.0
1764,121500.0
1765,170980.0
1766,172730.0
1767,174230.0
1768,133780.0
1769,180480.0
1770,135280.0
1771,136070.0
1772,140100.0
1773,126551.6
1774,144400.0
1775,143700.0
1776,109958.6
1777,118600.0
1778,128680.0
1779,130700.0
1780,211860.0
1781,131425.0
1782,102336.6
1783,150580.0
1784,109755.2
1785,96276.0
1786,122700.0
1787,164180.0
1788,61360.0
1789,120100.0
1790,84955.2
1791,201880.0
1792,160850.0
1793,162180.0
1794,143040.0
1795,142000.0
1796,144800.0
1797,141940.0
1798,136740.0
1799,116800.0
1800,141100.0
1801,117600.0
1802,167400.0
1803,158000.0
1804,133092.0
1805,144800.0
1806,124200.0
1807,166580.0
1808,120200.0
1809,131760.0
1810,140680.0
1811,104760.0
1812,100680.0
1813,138380.0
1814,88740.0
1815,93100.0
1816,92800.0
1817,135100.0
1818,147300.0
1819,126495.8
1820,71580.0
1821,137995.0
1822,156480.0
1823,64180.0
1824,137215.0
1825,143100.0
1826,103076.0
1827,103096.0
1828,133200.0
1829,113380.0
1830,165400.0
1831,161400.0
1832,131760.0
1833,134010.0
1834,139215.8
1835,150760.0
1836,142240.0
1837,71580.0
1838,139215.8
1839,87980.0
1840,136000.0
1841,130280.0
1842,133900.0
1843,140560.0
1844,138360.0
1845,128000.0
1846,171900.0
1847,164000.0
1848,62160.0
1849,146200.0
1850,133780.0
1851,124700.0
1852,125880.0
1853,128780.0
1854,174480.0
1855,142100.0
1856,215700.0
1857,137080.0
1858,171890.6
1859,162045.4
1860,141159.2
1861,162045.4
1862,310034.0
1863,310034.0
1864,310034.0
1865,366070.0
1866,339738.2
1867,252122.4
1868,248133.0
1869,194804.2
1870,252122.4
1871,245016.6
1872,173024.4
1873,216400.0
1874,128900.0
1875,197180.0
1876,207550.0
1877,203020.0
1878,204820.0
1879,127090.0
1880,134892.0
1881,229500.0
1882,253280.0
1883,202500.0
1884,220480.0
1885,238000.0
1886,237580.0
1887,177180.0
1888,240485.6
1889,172967.8
1890,122700.0
1891,149300.0
1892,111851.6
1893,138380.0
1894,126300.0
1895,154300.0
1896,110500.0
1897,128900.0
1898,125200.0
1899,145400.0
1900,158070.0
1901,140680.0
1902,134800.0
1903,230180.0
1904,125880.0
1905,188250.0
1906,131200.0
1907,179600.0
1908,141060.0
1909,146600.0
1910,146600.0
1911,186000.0
1912,242600.0
1913,130700.0
1914,109400.0
1915,280500.0
1916,86000.0
1917,310260.0
1918,125400.0
1919,160000.0
1920,143645.4
1921,367798.0
1922,333775.6
1923,182500.0
1924,174360.0
1925,235045.0
1926,357223.6
1927,134200.0
1928,157580.0
1929,129560.0
1930,137800.0
1931,146400.0
1932,144600.0
1933,148900.0
1934,182000.0
1935,186480.0
1936,183500.0
1937,186000.0
1938,163092.4
1939,279900.0
1940,195300.0
1941,183500.0
1942,195880.0
1943,195300.0
1944,349362.6
1945,339685.2
1946,167400.0
1947,293592.2
1948,192400.0
1949,220100.0
1950,155000.0
1951,196980.0
1952,180960.0
1953,157680.0
1954,201900.0
1955,139600.0
1956,294994.0
1957,150700.0
1958,325000.0
1959,163500.0
1960,96760.0
1961,129580.0
1962,97000.0
1963,97000.0
1964,130280.0
1965,156980.0
1966,174400.0
1967,252503.6
1968,318026.4
1969,366223.6
1970,400183.0
1971,454180.8
1972,424698.8
1973,322188.6
1974,305800.0
1975,379320.0
1976,255512.2
1977,321183.8
1978,321183.8
1979,334201.0
1980,201383.0
1981,339638.2
1982,251191.2
1983,251191.2
1984,170180.0
